score,outlier,mins,top_region,n_regions,regions,title,channel,subs,views,category,url
157,1315.5,0.2,US,15,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IT, NL, NO, PL, SE, US",치과의사 앵무새ㅋㅋ,귀여워하는건본능인듯,12900,17053646,Pets & Animals,https://youtu.be/vVHf4-oDhXs
154,384.4,0.3,NO,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",Why Is This Cat Eating From a Puddle?! 😳🐾,Paws & Vibes,80900,31201413,Pets & Animals,https://youtu.be/myE2cT7mZmI
147,374.0,0.2,US,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",2000HP+ 3rd-Gen Camaro DESTROYS the Drag Strip! 💀,Launch Kings,23300,8754977,Howto & Style,https://youtu.be/21PxTspMIa0
139,433.8,0.7,US,14,"AT, AU, CA, CH, DE, DK, GB, IE, IT, NL, NO, PL, SE, US",I Built a Transparent Screen Into My PC Case,Chris Builds,72000,31236580,Science & Tech,https://youtu.be/GD0tqRdxFjk
137,233.7,0.2,US,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",How DualSense Changes Gaming! #dualsense #gaming #ps5 #gamingshorts,Murat Toy,17500,4115583,Science & Tech,https://youtu.be/Q00dqzgQ6u8
136,193.2,0.2,US,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",“The true power of CTRL + Z💀” #pcgaming #benchmark #rtx5050 #gtx1080ti,HARDWARE EN,55500,10706477,Science & Tech,https://youtu.be/Thh2i5SJAUw
130,477.1,0.4,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US","""she just had her first ever baby"" ""it's another little boy"" 😭",KittyCuddleTV,17900,8556821,Howto & Style,https://youtu.be/vgy_IbegP40
127,288.9,0.2,US,15,"AT, AU, CA, CH, DE, DK, FR, GB, IE, IT, NL, NO, PL, SE, US",The iPhone That Bent in Your Pocket,Signal 404,13800,3988202,Science & Tech,https://youtu.be/sglSftkhmGA
126,257.2,0.2,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",Billie elish perfume ❤️ #billieeilish #perfume,Vexune,26700,6911103,Howto & Style,https://youtu.be/JQZh11iXARk
125,49.2,0.2,US,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",Jeffy Pushes Tim Down a Scary Water Slide 😂,Tim and Jeffy,645000,31801756,Pets & Animals,https://youtu.be/QWnQIyZwiMc
125,406.6,0.2,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",When the Predator is Already Watching You 🐆,Mind Fragments,11400,4614998,Pets & Animals,https://youtu.be/RqqQe51RROU
124,490.0,1.0,US,11,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Love Goes Both Ways❤️#animalfriends #animalbond #zooanimals #animallovers,Buddy Zoo,17100,8383138,Pets & Animals,https://youtu.be/USWV_tucOAQ
122,413.2,0.2,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",Sharks Terrified of Orcas Underwater 💀🌊 #shorts,Ocean Pulse,13500,5602945,Pets & Animals,https://youtu.be/Or9OJON16jE
117,349.4,0.4,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",3 Satisfying Minifigure Displays #lego,mediolekirk,12400,4371206,Howto & Style,https://youtu.be/yKRkD-4E8cE
115,1443.0,0.2,NO,9,"AT, AU, CA, CH, DK, IE, NL, NO, PL",مشهد يثبت أن الأم هي أعظم مقاتلة في العالم! 🥺💔 #لايك #اكسبلور,مــداراتᴹᴬᴰᴬᴿᴬᵀ,16400,23688582,Pets & Animals,https://youtu.be/403e3u4Gkr0
114,1424.4,0.3,NO,8,"AT, AU, CH, DK, IE, NL, NO, SE",Link in my profile to get this product 💌✨,Tailored Need,30600,43603689,Howto & Style,https://youtu.be/O-x2TpmHii0
113,139.3,0.2,US,11,"AT, CH, DE, DK, ES, FR, IT, NL, PL, SE, US",iPhone 18 Pro Max Dark Cherry📱🫶#noads #tiktok #usa Part 102,Mr Tungtungsahur Blue,99600,13861789,Science & Tech,https://youtu.be/f4VdofF9GQ0
108,570.5,0.2,US,14,"AT, AU, CA, CH, DE, ES, FR, GB, IE, IT, NL, PL, SE, US",BEHIND THE SCENES OF MAJOR DISASTER MOVIE 🎥🍿 #movie #behindthescenes #shorts,CultureDesk,55500,31670814,Entertainment,https://youtu.be/indtUA__wZc
107,815.8,0.4,NO,8,"AT, CA, CH, DK, IE, NL, NO, SE",These Baby Wolf Cubs Are Too Cute! 🐺❤️ #wolf #greywolf #wolfpack #wolfdog #shorts,Wolf Lovers World,49000,39972876,Pets & Animals,https://youtu.be/5VVuxWG68iY
107,135.5,1.7,US,10,"AU, CA, DE, DK, GB, IE, NL, NO, SE, US",When Wildlife Takes Over Your Backyard #backyardwildlife #wildlifeencounters #funnyanimals #shorts,Farm Laugh Lab,38900,5297514,Howto & Style,https://youtu.be/c81AgYIKtDY
106,110.4,2.0,NO,11,"AT, AU, CA, CH, DK, ES, GB, IE, NL, NO, SE",PT6 ¿CUAL 🚘 LLEGA MÁS LEJOS? 😮‍💨🔥¿Donde te gustaría que hiciéramos esta DINÁMICA? 🙌🏻,Alcantar Wheels,186000,20590136,Howto & Style,https://youtu.be/TkrKV76KF_U
105,218.3,0.2,NO,11,"AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",How Did The PUPPIES In Spider-Man: Brand New Day Act So Well?! 📉😱 | #Shorts,Cine Vault YT,35800,7819360,Pets & Animals,https://youtu.be/VMlJxtlGkb4
105,180.3,0.7,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Counter-steering EXPLAINED! #shorts #viral #trending #discover #bike #safety,TheOtherSide,32500,5867976,Howto & Style,https://youtu.be/nmYyW27G298
104,397.8,0.2,US,8,"AU, CA, DK, GB, NL, NO, SE, US",They both know they are babies 🥹🥹 #cat #movelycat #catshorts #funny #pets,Cattosbuzz🐱,15000,5967838,Pets & Animals,https://youtu.be/hzCtfpwoDiw
103,21.4,3.0,US,13,"AT, AU, CA, CH, DE, DK, FR, GB, IE, NL, NO, SE, US",Baby Deer Trapped On A Freezing Pond,Sassy,324000,6953100,Howto & Style,https://youtu.be/PkRzrXu-8Y4
102,44.4,0.6,US,13,"AT, AU, CA, CH, DE, DK, FR, GB, NL, NO, PL, SE, US",#singing,Lumi,137000,6119222,Pets & Animals,https://youtu.be/zS86QHGWNLc
101,77.9,0.3,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",This Pizza Seller Is A Genius,On Camera Motion,115000,8977247,Howto & Style,https://youtu.be/kdM3VrA6R98
98,52.5,0.9,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Shrinkflation Exposed 🤯📦,NailsAreForFueling,47000,2495942,Howto & Style,https://youtu.be/qPNpTq2sPgc
97,122.7,0.4,US,8,"AU, CA, DK, GB, IE, NO, SE, US",Tour Guide Takes on the Spear Trap,Static Nest,47600,5865481,Howto & Style,https://youtu.be/y7jpheT35bU
96,58.1,0.5,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Landowners call WARDEN on kayaker,Warden Files,83700,4880455,Howto & Style,https://youtu.be/aLQNb7UM9Hw
95,65.1,0.5,US,8,"AU, CA, DK, GB, IE, NO, SE, US",CHECK FOR CONTEXT 😭😭,Benji Void,15600,1052853,Pets & Animals,https://youtu.be/B5784ZhBzzQ
95,17.9,0.3,US,14,"AT, AU, CA, CH, DE, DK, FR, GB, IE, IT, NL, NO, SE, US",Driver Hits Me Off My Bike😳,Moto Encounters,176000,3192208,Autos & Vehicles,https://youtu.be/RMo7H9bYM3c
94,112.8,0.3,NO,10,"AT, AU, CA, CH, DE, DK, IE, NL, NO, SE",Emirates A380 RC Scale Model Dead-Stick Glide to Belly Splashdown! #RCPlane,Airline Liveries,48400,5493010,Howto & Style,https://youtu.be/oYST_bRX28Y
94,68.1,0.4,US,11,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE, US",That Koenigsegg Got Locked...🚗 #shorts #car #memes #bmw #lyrics,Zegarek,162000,11038324,Autos & Vehicles,https://youtu.be/zAMo1uqbSCs
93,461.1,1.0,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",That look she gave me after... a major twist 😍 #Shorts #crush,MotionBeraker,10000,4629033,Comedy,https://youtu.be/6UecHm-_F_k
93,23.9,0.7,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Slipz Cooked for Speed 🥶,THTOM,240000,5740928,Howto & Style,https://youtu.be/X-k-lN4l67Q
92,0.3,24.3,US,15,"AT, AU, CA, CH, DE, DK, ES, GB, IE, IT, NL, NO, PL, SE, US","Whatever You Hide As, You Keep!",MrBeast Gaming,59200000,16806438,Gaming,https://youtu.be/gVE2t-LRK-s
91,560.0,0.5,US,4,"CA, CH, NL, US",Getting pulled over with Tourette’s… 🫠,Maya Wagner,15200,8519707,Howto & Style,https://youtu.be/I7NmZUYlz4k
91,17.1,0.3,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",The dog’s like “oh ok you can defend yourself. I’m so proud of you #dog #dogshorts #dogvideos #funny,Doggozdose,60100,1046098,Pets & Animals,https://youtu.be/1M_D0ipSqgs
89,707.7,0.6,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Is This 1978 Superman Suit Real?! 🤔| Pawn Stars #usa,Worth More,24800,17577356,Entertainment,https://youtu.be/3enDC_flbuU
88,65.5,0.2,US,12,"AU, CA, CH, DE, DK, FR, GB, IT, NO, PL, SE, US",“PC Parts have arrived 💀” #pcgaming #benchmark #rtx5050 #gtx1080ti,Lasa Technology,31200,2082359,Science & Tech,https://youtu.be/8Dzp5oAb5WI
88,259.9,0.3,US,4,"AU, CA, IE, US",Claim a Shíen gift card in bío! 💕 #dayinmylife,GirleyVerse,34300,8933716,Howto & Style,https://youtu.be/vv8D6_WrzCE
87,43.8,0.2,US,8,"AU, CA, DK, GB, IE, NO, SE, US",Her Pet Bunny is a Kung Fu Master 😭,Girly Reacts,41000,1801999,Pets & Animals,https://youtu.be/1mjvc4MFgZQ
87,35.5,0.2,US,7,"AU, CA, DK, GB, IE, SE, US",How Did She Squeeze Into THAT?!❤️,lilBrain,184000,6548960,Howto & Style,https://youtu.be/jJvJcxq3cH0
87,38.5,1.0,US,11,"AT, AU, CA, CH, DE, DK, FR, GB, NL, SE, US",Ranking Wildest Biker vs Cops#bikelife#cops#biker,anse asdas,65600,2535887,Autos & Vehicles,https://youtu.be/6d7e9M4Nqgg
87,71.4,0.5,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",XBOX’s are built like Thinkpads 😭💪🏼,Jorski,39700,2834950,Science & Tech,https://youtu.be/mPD0mDOI_MI
86,8.6,0.2,US,14,"AT, AU, CA, CH, DE, DK, FR, GB, IT, NL, NO, PL, SE, US",1 terabyte skateboard💀#pcgaming #benchmark #rtx5050 #gtx1080ti,SignalRGB,211000,1825082,Science & Tech,https://youtu.be/GhqZIHQ8N4Y
86,102.5,0.2,US,13,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, PL, SE, US",We realized when we grew up 😭,Film Waves,116000,11915129,Entertainment,https://youtu.be/VBCvhMMOOSQ
86,59.5,0.7,US,6,"AU, CH, DE, IE, NL, US",Grandpa Made This Gold Hands Planter with Rubber Gloves! 🤯,Prime Production,506000,30063522,Howto & Style,https://youtu.be/gnEZS9YixIk
86,10.9,1.9,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",American vs. European home building 🏠 learn how we build so differently! #building #learn #USA #UK,BAS Renovations,888000,9689729,Howto & Style,https://youtu.be/jFph1d2WR3s
86,420.6,0.2,US,7,"AU, CA, DK, GB, NO, SE, US",#independence,VidZone,49800,20945273,Film & Animation,https://youtu.be/2v6oAj3TBhw
86,74.7,1.8,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Serious police officer：comedic passerby#CopBanter #StreetMoments #funnyencounters,Faces of Humanity,142000,10628716,Comedy,https://youtu.be/CDCRA_uq2-E
86,33.7,0.5,US,11,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE, US",You Have Been Using WD-40 Wrong 😳,ReallyHotTea,68300,2301951,Science & Tech,https://youtu.be/EKDuAjoPM-I
86,258.7,0.3,US,8,"AU, CA, DK, GB, IE, NO, SE, US",Jeep crash 😭,TapDashes,14900,3857687,Autos & Vehicles,https://youtu.be/Fdpmwr-fBtA
85,40.1,0.8,NO,11,"CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, SE",Others Riding Bike VS This One ☠️ | #shorts,Grover,296000,11844778,Autos & Vehicles,https://youtu.be/9K_H4sd15z8
84,708.5,0.7,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Gordon Ramsay’s Brutal Verdict on a $65 Steak 😳,WinCode,10500,7441787,Entertainment,https://youtu.be/_17D9TIMiAM
83,403.3,1.3,NO,5,"AU, CA, DK, IE, NO",Did I just buy stolen cards?!,BLEST COLLECTS,14800,5982637,Howto & Style,https://youtu.be/P6-z95gL_Ik
83,45.7,0.3,NO,9,"AT, AU, CA, CH, DK, IE, NL, NO, SE",He broke his surfboard then realized this…,Luke Guinaldo,110000,5046859,Howto & Style,https://youtu.be/w2M1m4CPKyA
82,186.3,3.0,US,8,"AU, CA, DK, GB, IE, NL, SE, US",When an autistic doctor meets an autistic patient.#The Good Doctor,花生电影,31400,5847645,Comedy,https://youtu.be/xEGBos7JlT4
82,46.7,0.8,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Driver Drifts Right In Front Of A Cop,CrimeCut,108000,5055963,Autos & Vehicles,https://youtu.be/3G-nOojbFPw
82,46.6,0.9,US,13,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, PL, SE, US",He Tried to Save Her — He Was Seconds Too Late | Reacher Season 4,Hypersphere Edits,225000,10520983,Entertainment,https://youtu.be/WAl31hQge1U
82,75.1,0.2,US,13,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, PL, SE, US",The Toughest Henchman In John Wick 2,Scroll Spheres,66000,4992526,Entertainment,https://youtu.be/qzJAptTEks0
81,187.9,0.3,NO,4,"DK, NL, NO, SE",Would you get one?❤️‍🩹🕷️#spiderman #brandnewday,Miles Clothing,45200,8510600,Howto & Style,https://youtu.be/s0Zs8aL0XMQ
81,275.8,0.3,US,3,"AU, CA, US",$70 Guitar Pick? #chibson,Chibson USA,13800,3817779,Howto & Style,https://youtu.be/G3YcHG0FSkA
80,126.3,0.4,US,5,"AU, DK, GB, NO, US",Random Dog Ruins Owners Day...,streetflicks,28200,3561645,Pets & Animals,https://youtu.be/vJOsKmtr7CI
80,17.0,0.7,US,9,"AU, CA, CH, DK, GB, NL, NO, SE, US",The Cactus Magazine - Chrome Dino IRL part 3,Engineezy,1320000,22459073,Howto & Style,https://youtu.be/cOJnfJMxu2Y
80,17.8,0.2,US,8,"AU, CA, DK, GB, IE, NO, SE, US",He Wanted My ID For What..?!🙄,Moto Encounters,176000,3168274,Howto & Style,https://youtu.be/FziNuQhAsRk
79,70.2,0.5,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US","Fresh Off the Boat | Jessica Finds the ""Perfect"" Asian Kid & Drives Him Home in Awe!",JukeBoxer1,63800,4497096,Comedy,https://youtu.be/yG_rDI5gF6I
79,0.2,57.9,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US","Last To Leave Mansion, Keeps It",MrBeast,513000000,80369230,Howto & Style,https://youtu.be/Af6i6ChAVTw
78,84.7,1.0,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",The Time Traveler Who KNEW Everything! 😂🚔#shorts #movie,Flick Focused,64200,5466274,Entertainment,https://youtu.be/dfZobUxPb-Y
78,98.0,1.0,CH,7,"AT, CH, DE, ES, IT, NL, PL",Dogs are the best friends of humans 🐶 #fyp #doglover #love,Sylvia Fisher,43000,4251774,Pets & Animals,https://youtu.be/ONtO174n8QU
78,39.0,0.5,US,6,"AU, DK, GB, IE, NO, US",Any support for my channel means the world ❤️ #dogs #shorts #doglovers #dogart,Woven Legacy Blanket,25300,988523,Pets & Animals,https://youtu.be/BuccqyKjVEA
78,25.1,0.3,US,11,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE, US",She Did It To Herself 😭 #family,DriftSoul,166000,4195472,Comedy,https://youtu.be/WML3wFgiFv8
78,239.1,0.8,US,5,"AU, CA, GB, IE, US",Little Biker Got Crashed His E-Bike!,CopsPolicy,21500,5143325,Autos & Vehicles,https://youtu.be/ZMYQ-o5RLCo
77,76.1,0.2,US,4,"AU, CA, NO, US",The belt design we can’t wait to see finished 🐍 #hardjewelry #ytshorts,Hard Jewelry,27900,2131077,Howto & Style,https://youtu.be/3IF2UNZiYTg
77,54.1,0.9,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Jerome proves that he's the boss #shorts #gotham,LuminalCuts,37000,2017033,Comedy,https://youtu.be/g8Z0B1geuxs
77,42.2,0.3,US,7,"AU, CA, DK, GB, NL, SE, US",This Tape Turns Any Glass Into A TV… 🤯,RED LAB,37500,1585772,Science & Tech,https://youtu.be/jP-xEm2x-ug
77,37.6,0.6,US,15,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, NL, NO, PL, SE, US",The Greatest RC Rescue Ever...,Combatful,152000,5723276,People & Blogs,https://youtu.be/juLgkJneIV4
76,129.8,0.6,NO,11,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE",When The Teacher Shows Her Skills 🤯⁉️ #masterchef,ZESTY,65700,8638388,Entertainment,https://youtu.be/WKUSGk95V7M
76,14.3,0.9,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",I've never fully charged my phone.,Marlipiegos,116000,1668990,Science & Tech,https://youtu.be/xfWnbCV4eZU
76,11.5,0.4,US,8,"AU, CA, DK, GB, NL, NO, SE, US",Is this keyboard actually useful?#Keyboard#GamingSetup#TechFacts#GamingGear#OddlySatisfying,Mech Field,147000,1698882,Science & Tech,https://youtu.be/4lwzW1_ZReg
76,39.1,1.2,US,12,"AT, AU, CA, CH, DE, DK, GB, IE, NL, NO, SE, US",Gen Z parents are rewriting parenting 💀#GenZParents#ModernParenting#ParentingHumor #FunnyParents,Little Chaos,228000,8964042,Entertainment,https://youtu.be/25EnJb7zZs8
76,0.7,48.6,NO,10,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE",SQUASHING THE BEEF WITH BUGATTI,Mat Armstrong MK2,3230000,2337402,Howto & Style,https://youtu.be/CtX_4LEYRdA
75,136.5,0.2,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",won’t ever get old,Refined Wook,42800,5872834,Entertainment,https://youtu.be/fQXRN490UBc
75,139.3,0.2,US,2,"SE, US",🛍️ The website to purchase our product it’s linked in our profile! Check it out! 🎖️,Commander Bed,59100,8234350,Howto & Style,https://youtu.be/XH32p3gBvPc
75,1308.6,0.2,CH,1,CH,Why do all these stinky ants like to build their nests in these flowers? #MyCountryLife #YunnanFood,FenfenFruit,18400,24112196,Pets & Animals,https://youtu.be/ngPRJZBooVg
75,271.7,0.4,NO,8,"AU, CA, CH, DK, IE, NL, NO, SE",When Carter Thanked Benjamin Franklin for Saving His Life 💸😂,Swagger Exposed Shorts,17700,4841152,Comedy,https://youtu.be/ItO9_Pqd1uU
75,33.9,22.2,DK,3,"DK, NL, SE",Using MATH To Find DrDonut's Base,TrueZay,46200,1565178,Gaming,https://youtu.be/YDnVH1GfbrM
75,263.4,0.7,US,9,"AU, CA, CH, DK, IE, NL, NO, SE, US",In Every Poker Rule He Should've Lost,Deadly Dealers,17700,4674291,Entertainment,https://youtu.be/sgyXbFSGg3A
74,127.0,0.9,US,10,"AT, CA, CH, DK, GB, IE, NL, NO, SE, US",Matthew McConaughey Holds Queen Bee — No CGI! 🐝 #mathewmcconaughey #jimmyfallon,Fame Stories,25500,3277049,Entertainment,https://youtu.be/bchwkEgVHw4
74,713.4,1.0,US,2,"GB, US",KHABY LAME'S COMEDY MOMENTS THAT NEVER GET OLD#shorts #funny #moments #khabylame #comedy #viral,Video Show,24100,17221295,Comedy,https://youtu.be/oTsEc3dN4b8
74,34.9,0.3,US,10,"AT, AU, CA, CH, DK, GB, NL, NO, SE, US",The Fact That They Did a British Comedy of a Movie Set Is Funny 😂😂,Black Destiny,113000,3952073,Comedy,https://youtu.be/guc0hRSIUGA
74,143.8,1.0,CH,8,"AT, CH, DE, ES, FR, IE, IT, NL",A true hero fears no environment and pushes beyond their limits.#rally#race#wrc#foryou#fypviral,Colesar Salmons,28300,4082988,Autos & Vehicles,https://youtu.be/bfIGpO1obOY
74,33.7,0.3,US,4,"AU, CA, CH, US",🌸 #streetwear #fashion #style #y2kmusic,Streetwear Dreams,101000,3410829,Howto & Style,https://youtu.be/dh-T_eCK28g
74,138.4,0.4,CH,4,"CH, DK, NL, SE",Ranking Funniest Sea Lion Moments,PrettyRanks,95400,13252495,Pets & Animals,https://youtu.be/G-EHt2GOhVI
73,90.4,0.5,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Dad Catches Daughter Eating His Strange Brownies,Furever Stories,58000,5292020,Entertainment,https://youtu.be/DPI-V8VDlhg
73,2083.2,0.2,CH,2,"CH, IE","Wait for me, my country life, tractor, I never expected Assistant",Humorous Rural Life,31200,64884585,Autos & Vehicles,https://youtu.be/p15pcXvrGio
73,66.8,0.3,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Five hundred cigarettes ☠️ #usa,Frame242,160000,10700020,Entertainment,https://youtu.be/MTQc3mQZi_A
73,55.8,0.4,US,5,"AU, CA, GB, IE, US",Ranking Great Dane Moments,Rank Boss,47700,2664323,Pets & Animals,https://youtu.be/RFO1EieW2XE
72,329.8,0.2,CH,2,"CH, NL",The Craziest Surface Lure for Big Pike? 😱 🐍 3D Snake #SavageGear #fishing #3DSnake,Savage Gear,108000,35635653,Pets & Animals,https://youtu.be/Iy38QM4ILIs
72,69.2,0.2,US,6,"CA, DK, GB, NO, SE, US",Riding motorcycles with your mom hits DIFFERENT! 🥺🏍️ (credit: @amburr.lv,Moto Moments,47100,3261533,Autos & Vehicles,https://youtu.be/WvEu6vPztT0
72,89.4,0.4,US,10,"AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Paying Strangers Rent Goes Wrong😭,SocialSmiley,67800,6078257,Entertainment,https://youtu.be/xc6A8gvWfZA
72,201.3,0.2,US,4,"AU, CA, GB, US",This Driver Never Expected The Police To Do This,Prime DashCam,11500,2301958,Autos & Vehicles,https://youtu.be/tD-q5xDgtzo
72,154.1,1.0,NO,7,"AU, CA, DK, GB, IE, NO, SE",🥶 Adam Sandler Wore A Hoodie To The Oscars,Coldframe,126000,19419318,Comedy,https://youtu.be/wbJZqjSuYsg
72,41.8,0.9,AU,8,"AU, CA, CH, DK, GB, IE, NO, SE",Australia has the strangest license plates #cars,Backroads,138000,5777083,Howto & Style,https://youtu.be/reIJiwHozJM
72,14.4,0.4,US,9,"AU, CA, DK, GB, IE, NL, NO, SE, US",Entitled Kids LEARNED A Serious Lesson,Unhinged Roads,247000,3568683,Autos & Vehicles,https://youtu.be/xBs_vd9xqW8
72,141.8,0.6,US,2,"GB, US",Is That A Wolf Or A Dog?!😳😂#wolfdog #dogs #funnydogs #dogvideos #animal #funnyanimals #funny #pets,DailyPets&Laughs,28400,4029011,Pets & Animals,https://youtu.be/XqNYKlFB9hY
71,3.3,0.2,US,11,"AT, AU, CA, CH, DE, DK, GB, NL, NO, SE, US",he didn’t even sit down 😭 #couple #couplegoals,hyoga.x,1830000,6027067,Howto & Style,https://youtu.be/AEuTfSrqnW0
71,147.8,0.2,US,2,"GB, US",iPhone 18 Pro Max Dark Cherry📱🫶#noads #tiktok #usa,LovelyScent,26600,3940551,Science & Tech,https://youtu.be/jbWudC_L5Uc
71,14.0,0.2,NO,7,"CH, DK, ES, NL, NO, PL, SE",¿Cuál le gustará más al perrito?🐶 #puppy #pets #cute,Mila la princesita,286000,4026283,Pets & Animals,https://youtu.be/PeOBDf6_ObM
71,433.2,0.2,CH,2,"CH, DE","One is faster than a harvester, the other is slower than a sloth. #tips #village",LaborLens,29700,12888004,Howto & Style,https://youtu.be/rUS7-ORX_OM
71,306.9,1.0,CH,3,"AT, CH, IE",Dad is a child’s first HERO 😎#fyp #love #dad #hero #fatherhood,Duy Mạnh Phạm,32900,10113407,Howto & Style,https://youtu.be/qklS5vysuBA
71,25.8,0.3,NO,8,"AU, CA, DK, GB, IE, NL, NO, SE",The Truth About Ordering Steak Well Done,Fighter_Section,82800,2146934,Howto & Style,https://youtu.be/6YbBCGO5Syk
71,281.3,0.2,NO,7,"AU, CA, DK, GB, IE, NO, US",SCARLETT JOHANSSON MAKES THE ROOM LAUGH,Starzy,16800,4735828,Comedy,https://youtu.be/bBXy033pkj0
71,69.8,0.9,US,2,"GB, US",Ranking The Funniest Baby Medicine Moments #usa,BOBs ranking,69400,4860565,Howto & Style,https://youtu.be/4KKtpCaGz3w
71,63.4,0.2,US,3,"AU, CA, US",Ex Soldier DESTROYS The Target Practice,Apex Vets,46100,2924067,Howto & Style,https://youtu.be/UMrIrNV3zLA
70,224.9,2.2,CH,4,"AT, CA, CH, NL","Hunde sind immer auf der Suche nach Möglichkeiten, sich abzukühlen.🤣🥲",Obida,22500,5069955,Pets & Animals,https://youtu.be/OOuUgqwmCQc
70,122.3,0.3,NO,7,"AT, AU, CA, CH, DK, GB, NO",How Would You React In This Situation??😭💀,C.Z TUNES,12800,1566696,Autos & Vehicles,https://youtu.be/e4FGmjZqOxA
70,10.4,0.2,US,10,"AT, AU, CA, CH, DE, DK, NL, NO, SE, US",Why she mad at me??? 😭🤦‍♂️ #cars #dashcam #parody #jylez06,Jyle Matthew,91200,949433,Autos & Vehicles,https://youtu.be/zZ8h23enVeY
70,49.3,0.8,NO,7,"AU, CH, DK, GB, NL, NO, SE",Animal Vs Human Strength Challenge (IMPOSSIBLE),Clarky,46000,2275389,Pets & Animals,https://youtu.be/fvjbZ6i8d_g
70,0.1,11.2,US,16,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, PL, SE, US",Google Pixel 11/Pro/Fold Impressions: It Is What It Is,Marques Brownlee,21100000,2931970,Science & Tech,https://youtu.be/o4SSoURPODY
69,2.9,0.7,US,15,"AT, AU, CA, CH, DE, DK, ES, FR, GB, IE, IT, NL, NO, SE, US",Ranking Funniest Road Rage Moments,MrPurifiedWater,1500000,4416678,Autos & Vehicles,https://youtu.be/jGct27q5sqg
69,68.2,0.3,NO,5,"CA, DK, GB, NO, SE",This Is Why Cats Are Smarter Than Dogs 🐱🐶 #shorts #cat,lemi,37100,2534707,Pets & Animals,https://youtu.be/DOwT7hxDB5k
69,151.1,1.0,CH,9,"AT, AU, CA, CH, DK, GB, NL, NO, SE",🤣 The Animal (2001) — He Tried To Prove A Point… Then Got Framed Instead?! 😂🚨 #shorts #movie,Willow sohila,31800,4833806,Comedy,https://youtu.be/n9Njwf32QRI
69,45.6,0.5,US,4,"AU, CA, GB, US",Joggers Panic When a Dog Runs Toward Them…,TensionSpot,58900,2690252,Pets & Animals,https://youtu.be/sZvl4UD1cCY
69,20.9,1.0,US,11,"AT, AU, CA, CH, DK, GB, IE, NL, NO, SE, US",Hal's biggest secret saved him.#shorts #comedy #funny #dramaclips #trending #edit,Iorwerth Moive,173000,3678542,Entertainment,https://youtu.be/kP50Yuh1nd4
